序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,CPC,浏览深度,跳出率,非跳出率,平均访问时长_秒,消费额_标准化,CPC_标准化,点击量_标准化,浏览深度_标准化,非跳出率_标准化,平均访问时长_标准化,CostScore,BenefitScore,成本高低,效益高低,最终类别,zero_effect,anomaly_flag,anomaly_reasons,常规评分可用,成本阈值距离,效益阈值距离,成本边界敏感,效益边界敏感,boundary_sensitive,等权CostScore,等权BenefitScore,等权最终类别,中位数最终类别,分类处理说明
359,958,495403620,9628223555,0.37,1,1,0.37,1,1,0,12,0.0310628742515,0.0557634730539,0.0815868263473,0.40119760479,0.171407185629,0.179266467066,0.0434131678547,0.197112596686,低,低,潜力词,False,False,,True,0.453045533099,0.294154944321,False,False,False,0.0434131736527,0.208364520958,潜力词,潜力词,常规CRITIC+一维KMeans
360,982,495403620,9628223555,9.1,11,14,0.827272727273,1.27272727273,0.9,0.1,20,0.521332335329,0.277694610778,0.567739520958,0.575224550898,0.41130239521,0.205464071856,0.399513530243,0.447670782571,低,低,潜力词,False,False,,True,0.0969451707104,0.0435967584353,False,False,False,0.399513473054,0.439932634731,潜力词,潜力词,常规CRITIC+一维KMeans
361,1018,495403620,9628223555,102.67,67,256,1.5323880597,3.82089552239,0.5556,0.4444,376,0.827844311377,0.755988023952,0.847305389222,0.88997005988,0.781437125749,0.906811377246,0.791916184532,0.851506666237,高,高,重点词,False,False,,True,0.295457483578,0.360239125231,False,False,False,0.791916167665,0.856380988024,重点词,重点词,常规CRITIC+一维KMeans
362,1040,495403620,9628223555,5.45,6,29,0.908333333333,4.83333333333,0.5,0.5,261,0.417664670659,0.348053892216,0.440119760479,0.922155688623,0.817739520958,0.839071856287,0.382859297777,0.735462422628,低,高,黄金词,False,False,,True,0.113599403177,0.244194881622,False,False,False,0.382859281437,0.754771706587,黄金词,黄金词,常规CRITIC+一维KMeans
363,1049,495403620,9628223555,1.61,1,1,1.61,1,1,0,2,0.177395209581,0.782934131737,0.0815868263473,0.40119760479,0.171407185629,0.0943113772455,0.48016452852,0.178624721719,低,低,潜力词,False,False,,True,0.0162941724338,0.312642819287,True,False,True,0.480164670659,0.187125748503,潜力词,潜力词,常规CRITIC+一维KMeans
364,1092,495403620,9628223555,24.51,26,46,0.942692307692,1.76923076923,0.875,0.125,329,0.694236526946,0.379491017964,0.729041916168,0.685628742515,0.439371257485,0.885853293413,0.536863846336,0.674338867253,高,高,重点词,False,False,,True,0.0404051453821,0.183071326247,False,False,False,0.536863772455,0.684973802395,重点词,重点词,常规CRITIC+一维KMeans
365,1094,495403620,9628223555,2.51,3,3,0.836666666667,1,1,0,177,0.262350299401,0.287050898204,0.294161676647,0.40119760479,0.171407185629,0.736901197605,0.274700593004,0.380205537801,低,低,潜力词,False,False,,True,0.221758107949,0.111062003205,False,False,False,0.274700598802,0.400916916168,潜力词,潜力词,常规CRITIC+一维KMeans
366,1164,495403620,9628223555,18.53,13,78,1.42538461538,6,0.4615,0.5385,206,0.648577844311,0.697604790419,0.605164670659,0.954715568862,0.84880239521,0.781062874251,0.673091305857,0.78638190791,高,高,重点词,False,False,,True,0.176632604903,0.295114366904,False,False,False,0.673091317365,0.797436377246,重点词,重点词,常规CRITIC+一维KMeans
367,1178,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
368,1235,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
369,1241,495403620,9628223555,3.09,4,10,0.7725,2.5,0.75,0.25,462,0.302395209581,0.23128742515,0.354416167665,0.805763473054,0.591317365269,0.934131736527,0.266841334056,0.643852658065,低,高,黄金词,False,False,,True,0.229617366897,0.152585117058,False,False,False,0.266841317365,0.671407185629,黄金词,黄金词,常规CRITIC+一维KMeans
370,1249,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
371,1257,495403620,9628223555,212.08,164,241,1.29317073171,1.46951219512,0.5614,0.4386,344,0.88622754491,0.619760479042,0.901571856287,0.619760479042,0.779191616766,0.89371257485,0.752994074524,0.804910079983,高,高,重点词,False,False,,True,0.256535373571,0.313642538977,False,False,False,0.752994011976,0.798559131737,重点词,重点词,常规CRITIC+一维KMeans
372,1265,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
373,1268,495403620,9628223555,9.13,12,7,0.760833333333,0.583333333333,1,0,5,0.52245508982,0.224550898204,0.585703592814,0.133982035928,0.171407185629,0.134356287425,0.373503063939,0.275516753668,低,低,潜力词,False,False,,True,0.122955637014,0.215750787339,False,False,False,0.373502994012,0.256362275449,潜力词,潜力词,常规CRITIC+一维KMeans
374,1270,495403620,9628223555,3.53,4,1,0.8825,0.25,1,0,3,0.324101796407,0.332335329341,0.354416167665,0.065119760479,0.171407185629,0.112275449102,0.328218560942,0.188527284302,低,低,潜力词,False,False,,True,0.168240140012,0.302740256705,False,False,False,0.328218562874,0.175804640719,潜力词,潜力词,常规CRITIC+一维KMeans
375,1285,495403620,9628223555,2.38,1,1,2.38,1,1,0,2,0.250748502994,0.900449101796,0.0815868263473,0.40119760479,0.171407185629,0.0943113772455,0.57559864989,0.178624721719,高,低,问题词,False,False,,True,0.0791399489366,0.312642819287,False,False,False,0.575598802395,0.187125748503,问题词,问题词,常规CRITIC+一维KMeans
376,1310,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
377,1314,495403620,9628223555,23.63,16,24,1.476875,1.5,0.8462,0.1538,148,0.690868263473,0.728293413174,0.644461077844,0.630613772455,0.466691616766,0.688997005988,0.709580829539,0.602428199157,高,高,重点词,False,False,,True,0.213122128585,0.111160658151,False,False,False,0.709580838323,0.607690868263,重点词,重点词,常规CRITIC+一维KMeans
378,1316,495403620,9628223555,45.15,213,54,0.211971830986,0.253521126761,1,0,112,0.773203592814,0.0232035928144,0.910928143713,0.0666167664671,0.171407185629,0.575224550898,0.398203768863,0.451235090713,低,低,潜力词,False,False,,True,0.0982549320909,0.0400324502931,False,False,False,0.398203592814,0.431044161677,潜力词,潜力词,常规CRITIC+一维KMeans
379,1318,495403620,9628223555,1364.38,1278,1396,1.06758998435,1.09233176839,0.8394,0.1606,130,0.934131736527,0.476796407186,0.956586826347,0.523952095808,0.474550898204,0.66130239521,0.705464179207,0.665962429168,高,高,重点词,False,False,,True,0.209005478254,0.174694888162,False,False,False,0.705464071856,0.654098053892,重点词,重点词,常规CRITIC+一维KMeans
380,1327,495403620,9628223555,1.34,1,1,1.34,1,1,0,6,0.144835329341,0.646332335329,0.0815868263473,0.40119760479,0.171407185629,0.141467065868,0.395583714618,0.188886713991,低,低,潜力词,False,False,,True,0.100874986335,0.302380827015,False,False,False,0.395583832335,0.198914670659,潜力词,潜力词,常规CRITIC+一维KMeans
381,1332,495403620,9628223555,7.5,5,6,1.5,1.2,0.6667,0.3333,175,0.48877245509,0.741017964072,0.400449101796,0.552020958084,0.688622754491,0.733532934132,0.614895150371,0.584925835002,高,高,重点词,False,False,,True,0.118436449417,0.0936582939958,False,False,False,0.614895209581,0.593656437126,重点词,重点词,常规CRITIC+一维KMeans
382,1339,495403620,9628223555,1.29,1,1,1.29,1,1,0,11,0.137350299401,0.618263473054,0.0815868263473,0.40119760479,0.171407185629,0.175523952096,0.377806773342,0.196298152855,低,低,潜力词,False,False,,True,0.118651927611,0.294969388152,False,False,False,0.377806886228,0.207428892216,潜力词,潜力词,常规CRITIC+一维KMeans
383,1354,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
384,1373,495403620,9628223555,0.49,1,1,0.49,1,1,0,15,0.0385479041916,0.0857035928144,0.0815868263473,0.40119760479,0.171407185629,0.190868263473,0.0621257374341,0.199637372562,低,低,潜力词,False,False,,True,0.43433296352,0.291630168444,False,False,False,0.062125748503,0.21126497006,潜力词,潜力词,常规CRITIC+一维KMeans
385,1439,495403620,9628223555,5.2,9,3,0.577777777778,0.333333333333,0.5,0.5,99,0.406062874251,0.114520958084,0.53255988024,0.0774700598802,0.817739520958,0.542290419162,0.260291984602,0.513626631933,低,高,黄金词,False,False,,True,0.236166716352,0.0223590909268,False,False,False,0.260291916168,0.49251497006,潜力词,黄金词,常规CRITIC+一维KMeans
386,1447,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
387,1465,495403620,9628223555,0.97,1,6,0.97,6,0,1,214,0.101422155689,0.405688622754,0.0815868263473,0.954715568862,0.953967065868,0.793413173653,0.253555317801,0.665814102402,低,高,黄金词,False,False,,True,0.242903383153,0.174546561396,False,False,False,0.253555389222,0.695920658683,黄金词,黄金词,常规CRITIC+一维KMeans
388,1475,495403620,9628223555,0.64,1,1,0.64,1,1,0,120,0.0535179640719,0.147080838323,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.100299379235,0.292076747393,低,低,潜力词,False,False,,True,0.396159321718,0.199190793613,False,False,False,0.100299401198,0.317458832335,潜力词,潜力词,常规CRITIC+一维KMeans
389,1506,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
390,1513,495403620,9628223555,33.69,23,25,1.4647826087,1.08695652174,0.9474,0.0526,59,0.737275449102,0.720808383234,0.709580838323,0.52245508982,0.358907185629,0.366766467066,0.729041920033,0.498113326165,高,高,重点词,False,False,,True,0.232583219079,0.00684578515854,False,True,True,0.729041916168,0.48942739521,问题词,问题词,常规CRITIC+一维KMeans
391,1531,495403620,9628223555,3.87,9,16,0.43,1.77777777778,0.5714,0.4286,63,0.339071856287,0.0658682634731,0.53255988024,0.688248502994,0.769835329341,0.39745508982,0.20247012401,0.602101427998,低,高,黄金词,False,False,,True,0.293988576944,0.110833886992,False,False,False,0.20247005988,0.597024700599,黄金词,黄金词,常规CRITIC+一维KMeans
392,1575,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
393,1621,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
394,1647,495403620,9628223555,1.1,1,0,1.1,0,0,1,0,0.113398203593,0.496631736527,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.305014880103,0.297623280957,低,低,潜力词,False,False,,True,0.191443820851,0.193644260049,False,False,False,0.30501497006,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
395,1655,495403620,9628223555,968.54,714,783,1.35649859944,1.09663865546,0.8632,0.1368,105,0.921407185629,0.658682634731,0.943113772455,0.52619760479,0.449101796407,0.559505988024,0.790044971849,0.633413059922,高,高,重点词,False,False,,True,0.293586270896,0.142145518915,False,False,False,0.79004491018,0.619479790419,重点词,重点词,常规CRITIC+一维KMeans
396,1660,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
397,1666,495403620,9628223555,16.26,12,31,1.355,2.58333333333,0.5,0.5,160,0.623502994012,0.656437125749,0.585703592814,0.815494011976,0.817739520958,0.708832335329,0.63997005215,0.726156659556,高,高,重点词,False,False,,True,0.143511351196,0.23488911855,False,False,False,0.63997005988,0.731942365269,重点词,重点词,常规CRITIC+一维KMeans
398,1676,495403620,9628223555,270.03,159,450,1.69830188679,2.83018867925,0.75,0.25,199,0.895958083832,0.809880239521,0.900449101796,0.839071856287,0.591317365269,0.773577844311,0.852919181882,0.774763840219,高,高,重点词,False,False,,True,0.356460480928,0.283496299213,False,False,False,0.852919161677,0.776104041916,重点词,重点词,常规CRITIC+一维KMeans
399,1683,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
400,1715,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
401,1719,495403620,9628223555,5.28,6,5,0.88,0.833333333333,1,0,79,0.410928143713,0.330089820359,0.440119760479,0.244386227545,0.171407185629,0.465943113772,0.370509001011,0.329455274745,低,低,潜力词,False,False,,True,0.125949699942,0.161812266261,False,False,False,0.370508982036,0.330464071856,潜力词,潜力词,常规CRITIC+一维KMeans
402,1735,495403620,9628223555,62.35,65,76,0.959230769231,1.16923076923,0.8718,0.1282,170,0.803143712575,0.394461077844,0.844311377246,0.545658682635,0.445359281437,0.721931137725,0.59880249114,0.643279619529,高,高,重点词,False,False,,True,0.102343790187,0.152012078522,False,False,False,0.59880239521,0.63931511976,重点词,重点词,常规CRITIC+一维KMeans
403,1752,495403620,9628223555,4.32,2,9,2.16,4.5,0.5,0.5,291,0.365269461078,0.887724550898,0.211826347305,0.908682634731,0.817739520958,0.862275449102,0.626496883352,0.671269374887,高,高,重点词,False,False,,True,0.130038182398,0.180001833881,False,False,False,0.626497005988,0.700130988024,重点词,重点词,常规CRITIC+一维KMeans
404,1757,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
405,1764,495403620,9628223555,12.51,20,178,0.6255,8.9,0.2727,0.7273,582,0.575598802395,0.142215568862,0.68375748503,0.979041916168,0.891841317365,0.957335329341,0.358907287357,0.864662998913,低,高,黄金词,False,False,,True,0.137551413596,0.373395457907,False,False,False,0.358907185629,0.877994011976,黄金词,黄金词,常规CRITIC+一维KMeans
406,1777,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
407,1802,495403620,9628223555,217.36,110,329,1.976,2.99090909091,0.5875,0.4125,326,0.886976047904,0.869011976048,0.880239520958,0.847305389222,0.75748502994,0.882110778443,0.877994016193,0.839835470872,高,高,重点词,False,False,,True,0.381535315239,0.348567929866,False,False,False,0.877994011976,0.841785179641,重点词,重点词,常规CRITIC+一维KMeans
408,1846,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
409,1921,495403620,9628223555,1.63,1,1,1.63,1,1,0,22,0.181137724551,0.791916167665,0.0815868263473,0.40119760479,0.171407185629,0.212200598802,0.486526802739,0.204279702399,低,低,潜力词,False,False,,True,0.00993189821459,0.286987838607,True,False,True,0.486526946108,0.216598053892,潜力词,潜力词,常规CRITIC+一维KMeans
410,1978,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
411,2004,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
412,2006,495403620,9628223555,4.41,2,2,2.205,1,1,0,63,0.36751497006,0.890718562874,0.211826347305,0.40119760479,0.171407185629,0.39745508982,0.629116643655,0.282421788197,高,低,问题词,False,False,,True,0.132657942701,0.208845752809,False,False,False,0.629116766467,0.295471556886,问题词,问题词,常规CRITIC+一维KMeans
413,2021,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
414,2043,495403620,9628223555,1.63,2,0,0.815,0,0,1,0,0.181137724551,0.261976047904,0.211826347305,0.0265718562874,0.953967065868,0.0310628742515,0.221556867252,0.335450397115,低,低,潜力词,False,False,,True,0.274901833701,0.155817143892,False,False,False,0.221556886228,0.305857035928,潜力词,潜力词,常规CRITIC+一维KMeans
415,2072,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
416,2079,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
417,2084,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
418,2093,495403620,9628223555,2.33,2,2,1.165,1,1,0,6,0.247754491018,0.544910179641,0.211826347305,0.40119760479,0.171407185629,0.141467065868,0.396332265578,0.226713830149,低,低,潜力词,False,False,,True,0.100126435376,0.264553710858,False,False,False,0.396332335329,0.231474550898,潜力词,潜力词,常规CRITIC+一维KMeans
